کد بررسی,دمای هوای اطراف ماشین (کلوین),دمای فرآیند (کلوین),سرعت چرخش اجزای ماشین (دور در دقیقه),گشتاور ماشین (نیوتون متر),مدت زمان سایش ابزار (دقیقه),وضعیت خرابی,نوع خرابی
2006,298.5,308.3,1504,38,20,0,No Failure
2007,298.5,308.3,1381,50.5,22,0,No Failure
2008,298.6,308.4,1562,34.4,25,0,No Failure
2009,298.5,308.3,1811,24.7,27,0,No Failure
2010,298.6,308.3,1717,28.7,29,0,No Failure
2011,298.6,308.3,1278,60.5,32,0,No Failure
2012,298.7,308.5,1616,30.2,34,0,No Failure
2013,298.6,308.4,1397,46.4,36,0,No Failure
2014,298.6,308.4,1485,42.9,38,0,No Failure
2015,298.6,308.4,1310,59.7,40,0,No Failure
2016,298.5,308.2,1301,66.3,42,1,Power Failure
2017,298.5,308.3,1458,44,44,0,No Failure
2018,298.7,308.5,1483,42.5,46,0,No Failure
2019,298.7,308.5,1375,46.4,48,0,No Failure
2020,298.7,308.5,1660,27,50,0,No Failure
2021,298.7,308.4,1560,33.3,53,0,No Failure
2022,298.7,308.5,1480,42.2,58,0,No Failure
2023,298.7,308.4,1373,46.9,60,0,No Failure
2024,298.7,308.5,1444,54.2,62,0,No Failure
2025,298.7,308.6,1722,24.7,64,0,No Failure
2026,298.7,308.5,1469,39.9,67,0,No Failure
2027,298.7,308.5,1360,52.9,69,0,No Failure
2028,298.7,308.4,1750,25.8,72,0,No Failure
2029,298.7,308.3,1349,46.6,74,0,No Failure
2030,298.7,308.5,1668,35.2,77,0,No Failure
2031,298.9,308.6,1400,49.5,79,0,No Failure
2032,298.8,308.6,1331,62.8,81,0,No Failure
2033,298.8,308.5,1444,42.2,83,0,No Failure
2034,298.8,308.5,1359,47.6,85,0,No Failure
2035,298.8,308.5,1425,47.4,90,0,No Failure
2036,298.9,308.6,1469,34.2,93,0,No Failure
2037,299,308.7,1892,22.8,96,0,No Failure
2038,299,308.7,1940,19.9,98,0,No Failure
2039,299,308.8,1405,55.2,103,0,No Failure
2040,299,308.9,1449,39.6,105,0,No Failure
2041,299.1,308.9,1686,29.6,108,0,No Failure
2042,299.1,308.9,1680,27.2,110,0,No Failure
2043,299.1,308.9,1397,52.4,112,0,No Failure
2044,299.2,309,1597,30.3,115,0,No Failure
2045,299.3,309.1,1470,41.1,118,0,No Failure
2046,299.3,309.1,1703,31.3,120,0,No Failure
2047,299.3,309.1,1388,45.5,123,0,No Failure
2048,299.3,309.2,1775,24.2,125,0,No Failure
2049,299.3,309.2,1465,41.5,127,0,No Failure
2050,299.3,309.2,1586,37.9,129,0,No Failure
2051,299.5,309.3,1675,29.2,132,0,No Failure
2052,299.4,309.2,1470,44.4,135,0,No Failure
2053,299.5,309.3,1477,40.4,138,0,No Failure
2054,299.5,309.3,1382,61,140,0,No Failure
2055,299.6,309.4,1605,29.8,142,0,No Failure
2056,299.6,309.4,1643,32.9,145,0,No Failure
2057,299.5,309.3,1333,54.1,147,0,No Failure
2058,299.5,309.3,1520,42.3,149,0,No Failure
2059,299.5,309.3,1902,24,151,0,No Failure
2060,299.5,309.4,1386,44.4,154,0,No Failure
2061,299.6,309.5,1803,27.7,159,0,No Failure
2062,299.7,309.6,1359,50.7,161,0,No Failure
2063,299.7,309.6,1477,42.7,163,0,No Failure
2064,299.7,309.6,1321,53.4,166,0,No Failure
2065,299.6,309.5,1453,41.4,168,0,No Failure
2066,299.7,309.6,1419,45.1,170,0,No Failure
2067,299.7,309.6,1512,36.2,172,0,No Failure
2068,299.7,309.6,1553,36.8,174,0,No Failure
2069,299.7,309.6,1534,39.1,176,0,No Failure
2070,299.7,309.6,1553,41,179,0,No Failure
2071,299.7,309.5,1352,49.7,184,0,No Failure
2072,299.7,309.6,1313,60,186,0,No Failure
2073,299.6,309.5,1570,35.5,189,0,Random Failures
2074,299.6,309.4,1677,31.1,191,0,No Failure
2075,299.5,309.4,1602,31.5,193,0,No Failure
2076,299.5,309.4,1390,58.8,195,1,Overstrain Failure
2077,299.4,309.3,1544,36,197,0,No Failure
2078,299.4,309.4,1701,31.2,199,0,No Failure
2079,299.4,309.3,1692,28.4,201,0,No Failure
2080,299.3,309.3,1523,37.9,204,0,No Failure
2081,299.3,309.2,2280,15.4,207,0,No Failure
2082,299.4,309.3,1485,47.1,209,0,No Failure
2083,299.4,309.2,1513,36.1,212,0,No Failure
2084,299.4,309.3,1743,28.2,0,0,No Failure
2085,299.5,309.3,1442,46.2,5,0,No Failure
2086,299.5,309.3,1462,46.7,7,0,No Failure
2087,299.4,309.3,1439,49.7,9,0,No Failure
2088,299.5,309.3,1577,36.6,14,0,No Failure
2089,299.6,309.4,1331,46.4,16,0,No Failure
2090,299.5,309.3,1941,22.5,18,0,No Failure
2091,299.5,309.2,1393,47.3,20,0,No Failure
2092,299.4,309.2,1433,42.1,22,0,No Failure
2093,299.4,309.2,1444,48.2,24,0,No Failure
2094,299.4,309.2,1564,39,26,0,No Failure
2095,299.4,309.3,1377,43.6,28,0,No Failure
2096,299.4,309.3,1525,41.5,30,0,No Failure
2097,299.5,309.4,1387,56.2,32,0,No Failure
2098,299.4,309.4,1326,47.5,35,0,No Failure
2099,299.4,309.3,1401,59,38,0,No Failure
2100,299.4,309.3,1596,31.8,40,0,No Failure
2101,299.3,309.3,1471,46,42,0,No Failure
2102,299.3,309.3,1528,37.8,45,0,No Failure
2103,299.3,309.3,1325,62,47,0,No Failure
2104,299.3,309.1,1376,46.7,49,0,No Failure
2105,299.3,309.1,1600,35.3,52,0,No Failure
2106,299.3,309.1,1495,44,55,0,No Failure
2107,299.4,309.1,1645,28.6,57,0,No Failure
2108,299.4,309.1,1417,47.3,59,0,No Failure
2109,299.4,309,1415,51.7,62,0,No Failure
2110,299.3,309,1496,43.4,67,0,No Failure
2111,299.3,309,1508,35,70,0,No Failure
2112,299.4,309,1436,47.9,75,0,No Failure
2113,299.5,309.1,1852,22.6,77,0,No Failure
2114,299.5,309.1,1863,22.5,79,0,No Failure
2115,299.4,309.1,1373,44.1,81,0,No Failure
2116,299.4,309,1404,47.3,86,0,No Failure
2117,299.4,309,1381,44.9,88,0,No Failure
2118,299.4,308.9,1762,29.3,91,0,No Failure
2119,299.3,308.9,1429,43,96,0,No Failure
2120,299.3,308.9,1858,24.7,101,0,No Failure
2121,299.2,308.8,1908,21.3,104,0,No Failure
2122,299.2,308.8,1503,37.4,109,0,No Failure
2123,299.2,308.8,1523,38.9,112,0,No Failure
2124,299.3,309,1491,38.4,115,0,No Failure
2125,299.2,308.9,1430,39.1,117,0,No Failure
2126,299.3,308.9,1258,69.4,119,1,Power Failure
2127,299.3,309,1449,46.5,121,0,No Failure
2128,299.3,309,1425,40.6,123,0,No Failure
2129,299.4,309,1800,24.3,128,0,No Failure
2130,299.4,309,1607,33.7,130,0,No Failure
2131,299.4,309,1391,58.2,135,0,No Failure
2132,299.4,309.1,1432,45.4,137,0,No Failure
2133,299.4,309,1660,28.4,139,0,No Failure
2134,299.3,309,1732,29.7,141,0,No Failure
2135,299.3,309,1473,46.3,146,0,No Failure
2136,299.3,309,1511,47.8,148,0,No Failure
2137,299.2,308.9,1588,41.5,150,0,No Failure
2138,299.3,308.9,1623,31.1,152,0,No Failure
2139,299.3,309,1734,30.6,154,0,No Failure
2140,299.3,309,1415,47.6,156,0,No Failure
2141,299.3,309,1419,46.6,158,0,No Failure
2142,299.3,308.9,1577,34.9,160,0,No Failure
2143,299.3,308.9,1376,60.3,163,0,No Failure
2144,299.3,308.8,1442,49,165,0,No Failure
2145,299.4,308.9,1451,40.5,168,0,No Failure
2146,299.3,308.8,1550,45.8,170,0,No Failure
2147,299.3,308.8,1647,32.9,172,0,No Failure
2148,299.4,308.9,1550,33.7,174,0,No Failure
2149,299.4,308.9,1583,34.1,176,0,No Failure
2150,299.4,309,1613,32.2,178,0,No Failure
2151,299.3,308.8,1636,35.5,180,0,No Failure
2152,299.3,308.7,1289,51.5,185,0,No Failure
2153,299.3,308.8,1648,28.4,188,0,No Failure
2154,299.3,308.8,1397,45.4,191,0,No Failure
2155,299.3,308.9,1767,24.8,196,0,No Failure
2156,299.3,308.8,1341,47.7,199,0,No Failure
2157,299.4,308.9,1457,41.5,201,0,No Failure
2158,299.4,309,1939,19.8,204,0,No Failure
2159,299.5,309,1399,49.7,207,0,No Failure
2160,299.5,309,1602,31.3,210,0,No Failure
2161,299.4,309,1507,41,213,0,No Failure
2162,299.4,309.1,1464,40.5,215,0,No Failure
2163,299.5,309.1,1336,42.1,217,0,No Failure
2164,299.6,309.2,1422,39.8,219,0,No Failure
2165,299.6,309.2,1540,36.7,221,0,No Failure
2166,299.5,309.1,1476,47.8,223,0,No Failure
2167,299.6,309.2,1867,23.4,225,1,Tool Wear Failure
2168,299.6,309.1,1588,41.3,0,0,No Failure
2169,299.5,309.1,1420,49.5,5,0,No Failure
2170,299.5,309.1,1415,49.2,8,0,No Failure
2171,299.4,309.1,1500,43.3,10,0,No Failure
2172,299.5,309.1,1502,44.6,13,0,No Failure
2173,299.5,309.2,1816,23,15,0,No Failure
2174,299.5,309.2,1495,41.6,17,0,No Failure
2175,299.6,309.2,1572,33.4,20,0,No Failure
2176,299.5,309.2,1590,35.9,22,0,No Failure
2177,299.6,309.3,1387,48.3,25,0,No Failure
2178,299.6,309.2,1393,47.7,28,0,No Failure
2179,299.6,309.2,1602,37.3,31,0,No Failure
2180,299.6,309.2,1601,33.3,33,0,No Failure
2181,299.6,309.2,1597,36.3,35,0,No Failure
2182,299.5,309.1,1548,44.3,40,0,No Failure
2183,299.5,309.2,1314,61.8,45,0,No Failure
2184,299.6,309.3,1577,39.8,48,0,No Failure
2185,299.8,309.4,1475,43.4,51,0,No Failure
2186,299.8,309.4,1630,32.4,53,0,No Failure
2187,299.7,309.4,1445,42.9,55,0,No Failure
2188,299.8,309.4,1439,47.4,57,0,No Failure
2189,299.7,309.3,1420,44.1,60,0,No Failure
2190,299.7,309.2,1554,41.6,62,0,No Failure
2191,299.6,309.1,1471,44.3,67,0,No Failure
2192,299.6,309,1648,33.6,70,0,No Failure
2193,299.6,309,1472,48.8,72,0,No Failure
2194,299.5,308.9,1448,42.9,74,0,No Failure
2195,299.6,308.9,1568,35.3,77,0,No Failure
2196,299.6,308.9,1613,30.8,80,0,No Failure
2197,299.7,308.9,1551,35.4,82,0,No Failure
2198,299.7,309,1412,49.2,85,0,No Failure
2199,299.7,308.9,1478,41,87,0,No Failure
2200,299.8,309.1,1268,58,90,0,No Failure
2201,299.8,309.1,1546,35.6,93,0,No Failure
2202,299.8,309,1567,36.1,95,0,No Failure
2203,299.9,309.2,1548,35.7,97,0,No Failure
2204,299.8,309,1614,30.8,100,0,No Failure
2205,299.7,309.1,1352,46.1,102,0,No Failure
2206,299.9,309.2,1624,34.6,105,0,No Failure
2207,299.9,309.2,1436,52,107,0,No Failure
2208,299.8,309.2,1591,37.5,109,0,No Failure
2209,299.8,309.2,1435,42.6,111,0,No Failure
2210,299.8,309.3,1386,49.4,116,0,No Failure
2211,299.7,309.2,1401,54.1,118,0,No Failure
2212,299.6,309,1245,64,120,0,No Failure
2213,299.7,309.1,1475,40,123,0,No Failure
2214,299.7,309.1,1473,39.4,125,0,No Failure
2215,299.7,309.2,1355,44.8,127,0,No Failure
2216,299.7,309.2,1468,49.6,132,0,No Failure
2217,299.7,309.2,1645,30.8,137,0,No Failure
2218,299.7,309.1,1347,55.3,139,0,No Failure
2219,299.7,309.1,1713,33.5,141,0,No Failure
2220,299.6,309.1,1435,48.4,143,0,No Failure
2221,299.6,309,1736,26.1,146,0,No Failure
2222,299.6,309,1372,60.4,149,0,No Failure
2223,299.7,309,1605,33,151,0,No Failure
2224,299.6,309,1413,48.5,153,0,No Failure
2225,299.7,309,1645,31.9,155,0,No Failure
2226,299.7,309,1465,49,158,0,No Failure
2227,299.6,308.9,1685,27.8,161,0,No Failure
2228,299.5,308.8,1965,20.4,164,0,No Failure
2229,299.4,308.6,1542,41.8,166,0,No Failure
2230,299.4,308.7,1681,30.8,171,0,No Failure
2231,299.5,308.7,1446,45.7,173,0,No Failure
2232,299.4,308.6,1415,56.4,175,0,No Failure
2233,299.5,308.6,1672,30.5,177,0,No Failure
2234,299.5,308.7,2549,13,179,1,Power Failure
2235,299.4,308.6,1492,40.5,181,0,No Failure
2236,299.4,308.6,1455,42.7,183,0,No Failure
2237,299.3,308.5,1422,43.1,186,0,No Failure
2238,299.3,308.6,1403,50.6,189,0,No Failure
2239,299.3,308.6,1474,49.6,191,0,No Failure
2240,299.2,308.6,1381,50,193,0,No Failure
2241,299.2,308.5,1457,44.7,195,0,No Failure
2242,299.2,308.4,1711,28.9,197,0,No Failure
2243,299.2,308.4,1667,29,199,0,No Failure
2244,299.2,308.4,1465,35,201,0,No Failure
2245,299.3,308.4,1542,37.5,203,1,Tool Wear Failure
2246,299.3,308.4,1438,42.3,0,0,No Failure
2247,299.3,308.4,1406,47.4,3,0,No Failure
2248,299.2,308.4,1396,48.5,5,0,No Failure
2249,299.3,308.5,1304,60.6,8,0,No Failure
2250,299.2,308.5,1442,46.5,11,0,No Failure
2251,299.2,308.4,1396,48.7,13,0,No Failure
2252,299.1,308.3,1424,43.4,16,0,No Failure
2253,299.1,308.3,1451,42.8,21,0,No Failure
2254,299.2,308.4,1386,54.1,26,0,No Failure
2255,299.1,308.3,1325,46.9,28,0,No Failure
2256,299.1,308.3,1559,33.7,30,0,No Failure
2257,299.1,308.3,1489,38.1,32,0,No Failure
2258,299.1,308.3,1892,25.2,34,0,No Failure
2259,299.1,308.2,1319,60.3,36,0,No Failure
2260,299.1,308.3,1431,52.3,38,0,No Failure
2261,299.1,308.3,1521,36.5,40,0,No Failure
2262,299.1,308.2,1435,45.2,45,0,No Failure
2263,299.1,308.3,1533,42.4,48,0,No Failure
2264,299.2,308.4,1529,43,50,0,No Failure
2265,299.2,308.4,1415,43.5,53,0,No Failure
2266,299.2,308.4,1330,51.2,56,0,No Failure
2267,299.2,308.5,1381,60.6,59,0,No Failure
2268,299.2,308.5,1370,52.4,61,0,No Failure
2269,299.2,308.5,1438,46.6,63,0,No Failure
2270,299.3,308.6,1314,48.2,65,0,No Failure
2271,299.3,308.6,1437,48.1,67,0,No Failure
2272,299.2,308.5,1821,26.1,69,0,No Failure
2273,299.3,308.6,1448,52.1,71,0,No Failure
2274,299.3,308.5,1589,32.7,74,0,No Failure
2275,299.3,308.6,1520,33.7,76,0,No Failure
2276,299.3,308.6,1605,37,78,0,No Failure
2277,299.3,308.7,1393,54.2,80,0,No Failure
2278,299.3,308.7,1408,44.4,82,0,No Failure
2279,299.3,308.7,1459,35.6,87,0,No Failure
2280,299.4,308.7,1525,39,90,0,No Failure
2281,299.4,308.8,1390,57,92,0,No Failure
2282,299.3,308.7,1536,38.9,94,0,No Failure
2283,299.4,308.7,1459,47.6,96,0,No Failure
2284,299.2,308.5,1387,51.1,98,0,No Failure
2285,299.2,308.5,1378,53.4,100,0,No Failure
2286,299.4,308.7,1381,56.7,102,0,No Failure
2287,299.4,308.7,1289,60.5,104,0,No Failure
2288,299.4,308.6,1746,26.8,107,0,No Failure
2289,299.4,308.6,1541,39.1,109,0,No Failure
2290,299.4,308.7,1504,37.8,112,0,No Failure
2291,299.5,308.7,1321,51.9,114,0,No Failure
2292,299.5,308.8,1886,20.9,117,0,No Failure
2293,299.6,308.9,1422,53.2,120,0,No Failure
2294,299.5,308.9,1520,38.3,122,0,No Failure
2295,299.4,308.8,1627,32.6,124,0,No Failure
2296,299.4,308.7,1512,37.2,126,0,No Failure
2297,299.4,308.7,1553,42.7,128,0,No Failure
2298,299.3,308.7,1802,26,130,0,No Failure
2299,299.3,308.6,1482,37.6,132,0,No Failure
2300,299.4,308.7,1446,62.9,134,1,Power Failure
2301,299.3,308.6,1371,50.5,136,0,No Failure
2302,299.2,308.6,1586,35.7,138,0,No Failure
2303,299.2,308.5,1515,39.8,141,0,No Failure
2304,299.2,308.5,1374,53.6,143,0,No Failure
2305,299.1,308.5,1455,39.8,145,0,No Failure
2306,299.2,308.5,1342,47.5,147,0,No Failure
2307,299.1,308.6,1260,57.8,152,0,No Failure
2308,299,308.5,1623,33.5,154,0,No Failure
2309,299.1,308.5,1371,55.5,159,0,No Failure
2310,299.1,308.6,1611,31.4,161,0,No Failure
2311,299,308.4,1535,47.5,163,0,No Failure
2312,299.1,308.6,1491,38.5,166,0,No Failure
2313,299.1,308.6,1441,36.2,169,0,No Failure
2314,299.1,308.8,1725,26.6,172,0,No Failure
2315,299.2,308.9,1368,47.2,175,0,No Failure
2316,299.2,308.9,1526,37.9,177,0,No Failure
2317,299.2,308.8,1542,39.2,179,0,No Failure
2318,299.2,308.8,1605,31.1,181,0,No Failure
2319,299.2,308.8,1405,51.4,183,0,No Failure
2320,299.2,308.8,1700,33.5,185,0,No Failure
2321,299.2,308.8,1440,39.1,188,0,No Failure
2322,299.2,308.8,1314,52.5,193,0,No Failure
2323,299.2,308.7,1514,41.9,196,0,No Failure
2324,299.2,308.7,1401,47,198,0,No Failure
2325,299.3,308.8,1636,29.9,201,0,No Failure
2326,299.3,308.8,1603,33.9,203,0,No Failure
2327,299.4,308.7,1487,52.6,205,0,No Failure
2328,299.3,308.7,1420,50.3,208,0,No Failure
2329,299.3,308.7,1579,36.3,211,0,No Failure
2330,299.3,308.7,1484,40.5,213,0,No Failure
2331,299.3,308.7,1390,49.3,215,0,No Failure
2332,299.3,308.6,1384,53.6,218,1,Overstrain Failure
2333,299.2,308.5,1378,50.4,220,1,Overstrain Failure
2334,299.2,308.5,1445,45.2,222,0,No Failure
2335,299.2,308.4,1445,43.5,224,0,No Failure
2336,299.2,308.4,1509,39.4,0,0,No Failure
2337,299.2,308.4,1434,46.8,2,0,No Failure
2338,299.2,308.4,1877,23.9,4,0,No Failure
2339,299.3,308.3,1651,28,6,0,No Failure
2340,299.2,308.2,1466,41.3,8,0,No Failure
2341,299.1,308.1,1479,40.7,10,0,No Failure
2342,299.1,308.2,1409,46.4,12,0,No Failure
2343,299.2,308.2,1674,28.2,14,0,No Failure
2344,299.1,308.3,1305,61.4,17,0,No Failure
2345,299.2,308.3,1755,26.4,19,0,No Failure
2346,299.2,308.4,1475,38.7,22,0,No Failure
2347,299.2,308.4,1402,47.7,24,0,No Failure
2348,299.2,308.3,1410,43,26,0,No Failure
2349,299.2,308.4,1436,41.8,28,0,No Failure
2350,299.3,308.5,1386,42.2,30,0,No Failure
2351,299.3,308.6,1744,26.4,33,0,No Failure
2352,299.2,308.4,1393,48.4,35,0,No Failure
2353,299.3,308.5,1422,45.4,37,0,No Failure
2354,299.2,308.4,1841,22.8,40,0,No Failure
2355,299.3,308.6,1433,37.7,42,0,No Failure
2356,299.3,308.5,1305,60.6,44,0,No Failure
2357,299.3,308.6,1498,39.5,47,0,No Failure
2358,299.3,308.5,1772,26.1,52,0,No Failure
2359,299.2,308.4,1381,42.5,54,0,No Failure
2360,299.3,308.5,1413,38.5,57,0,No Failure
2361,299.2,308.4,1388,53.2,59,0,No Failure
2362,299.2,308.6,1631,35.4,64,0,No Failure
2363,299.3,308.6,1520,41.4,67,0,No Failure
2364,299.3,308.5,1510,45.4,72,0,No Failure
2365,299.2,308.5,1366,49.7,74,0,No Failure
2366,299.4,308.5,1845,22.9,76,0,No Failure
2367,299.3,308.5,1485,44.7,78,0,No Failure
2368,299.3,308.5,1496,39.4,80,0,No Failure
2369,299.3,308.4,1468,42.2,83,0,No Failure
2370,299.2,308.4,1856,22.7,86,0,No Failure
2371,299.2,308.4,1620,34.1,89,0,No Failure
2372,299.3,308.5,1409,44.8,91,0,No Failure
2373,299.3,308.5,1404,49.4,93,0,No Failure
2374,299.2,308.4,1350,51.3,96,0,No Failure
2375,299.2,308.4,1538,38,98,0,No Failure
2376,299.2,308.4,1476,32.7,101,0,No Failure
2377,299.2,308.3,1364,51.8,104,0,No Failure
2378,299.2,308.3,1582,45.5,107,0,No Failure
2379,299.1,308.2,1348,56.1,110,0,No Failure
2380,299.1,308.2,1450,46.1,112,0,No Failure
2381,299,308.1,1242,60.9,117,0,No Failure
2382,299.1,308.2,1493,34.9,119,0,No Failure
2383,299.1,308.3,1601,31.4,121,0,No Failure
2384,299.1,308.2,1568,33.3,123,0,No Failure
2385,299.1,308.3,1506,38,125,0,No Failure
2386,299.1,308.3,1524,34.1,128,0,No Failure
2387,299.1,308.4,1543,37.9,130,0,No Failure
2388,299.2,308.5,1474,47.2,132,0,No Failure
2389,299.2,308.5,1526,37.3,135,0,No Failure
2390,299.2,308.5,1867,27,138,0,No Failure
2391,299.2,308.5,1487,41.2,140,0,No Failure
2392,299.2,308.4,1580,32.6,142,0,No Failure
2393,299.2,308.5,1340,50,144,0,No Failure
2394,299.2,308.5,1544,41.6,146,0,No Failure
2395,299.2,308.5,1488,40.3,148,0,No Failure
2396,299.2,308.5,1742,28.9,150,0,No Failure
2397,299.1,308.5,1592,34.2,153,0,No Failure
2398,299.2,308.6,1582,38.8,156,0,No Failure
2399,299.2,308.5,1490,43.2,158,0,No Failure
2400,299.2,308.5,1594,35.8,160,0,No Failure
2401,299.2,308.6,1462,55,163,0,No Failure
2402,299.2,308.6,1367,47.6,168,0,No Failure
2403,299.2,308.7,1325,51,171,0,No Failure
2404,299.2,308.7,1448,51.4,173,0,No Failure
2405,299.1,308.7,2008,20.3,178,0,No Failure
2406,299.1,308.7,1498,38.9,181,0,No Failure
2407,299.1,308.6,1437,41.6,183,0,No Failure
2408,299.1,308.6,1499,45.1,185,0,No Failure
2409,299,308.4,1356,52.6,188,0,No Failure
2410,299.1,308.5,1539,46.8,190,0,No Failure
2411,299.1,308.5,1689,32.1,192,0,No Failure
2412,299,308.5,1559,38.1,194,0,No Failure
2413,299.1,308.6,1408,46.7,196,0,No Failure
2414,299,308.5,1886,23,198,0,No Failure
2415,299.1,308.5,1415,43.4,0,0,No Failure
2416,299.1,308.5,1587,35.6,2,0,No Failure
2417,299,308.4,1571,38.6,5,0,No Failure
2418,298.9,308.3,1576,36.6,7,0,No Failure
2419,298.9,308.3,1660,34.4,9,0,No Failure
2420,298.9,308.2,1328,49.2,11,0,No Failure
2421,298.8,308.2,1450,44.7,14,0,No Failure
2422,298.9,308.2,2384,15,19,0,No Failure
2423,298.8,308.2,1443,53.4,21,0,No Failure
2424,298.9,308.2,2022,20,23,0,No Failure
2425,298.9,308.2,1828,23.8,26,0,No Failure
2426,298.8,308.1,1472,53.5,28,0,No Failure
2427,298.9,308.2,1372,63.6,30,1,Power Failure
2428,298.9,308.3,1855,23.8,33,0,No Failure
2429,299,308.3,1377,47.2,35,0,No Failure
2430,298.9,308.3,1432,48.9,38,0,No Failure
2431,298.9,308.2,1335,47.8,40,0,No Failure
2432,298.9,308.2,1411,51.3,43,0,No Failure
2433,298.9,308.2,1510,43.5,46,0,No Failure
2434,299,308.3,1441,44,48,0,No Failure
2435,299,308.2,1358,42.7,50,0,No Failure
2436,298.9,308.2,1686,30.4,53,0,No Failure
2437,299,308.2,1662,30.4,55,0,No Failure
2438,299.1,308.3,1426,40.1,60,0,No Failure
2439,299.1,308.4,1330,53.6,62,0,No Failure
2440,299.1,308.4,1693,31.6,65,0,No Failure
2441,299.1,308.4,1426,47.9,67,0,No Failure
2442,299.1,308.5,1676,31,69,0,No Failure
2443,299.1,308.4,1332,51.7,71,0,No Failure
2444,299.1,308.5,1647,35,74,0,No Failure
2445,299.2,308.6,1267,68.2,76,1,Power Failure
2446,299.2,308.7,1375,55.1,78,0,No Failure
2447,299.3,308.6,1422,48.9,83,0,No Failure
2448,299.3,308.7,1408,48.7,85,0,No Failure
2449,299.4,308.9,1440,42.5,87,0,No Failure
2450,299.3,308.8,1772,25.2,89,0,No Failure
2451,299.2,308.7,1492,37.8,91,0,No Failure
2452,299.2,308.7,1650,30.5,93,0,No Failure
2453,299.1,308.6,2329,14.6,95,0,No Failure
2454,299,308.6,1648,30.8,98,0,No Failure
2455,299,308.6,1653,31.7,100,0,No Failure
2456,299,308.6,1946,22.3,102,0,No Failure
2457,299.1,308.6,1555,36.6,104,0,No Failure
2458,299,308.6,1661,32.2,106,0,No Failure
2459,299,308.6,1434,45.9,108,0,No Failure
2460,299,308.6,1297,54.2,110,0,No Failure
2461,299,308.6,1466,46.4,112,0,No Failure
2462,298.9,308.6,1517,39.8,114,0,No Failure
2463,298.9,308.5,1742,34.5,117,0,No Failure
2464,298.9,308.5,1580,39.1,119,0,No Failure
2465,298.9,308.5,1534,42.9,121,0,No Failure
2466,298.9,308.6,1481,40.7,124,0,No Failure
2467,299,308.6,1429,37.7,126,0,No Failure
2468,298.9,308.6,1574,33.5,128,0,No Failure
2469,298.9,308.6,1524,40.4,131,0,No Failure
2470,299,308.7,1507,37.5,134,0,No Failure
2471,298.9,308.5,1467,44.7,136,0,No Failure
2472,298.9,308.4,1301,51.1,138,0,No Failure
2473,298.9,308.5,1429,55.1,140,0,No Failure
2474,298.9,308.5,1555,37.6,142,0,No Failure
2475,298.9,308.5,1503,40.6,145,0,No Failure
2476,298.9,308.5,1459,43.1,147,0,No Failure
2477,298.9,308.4,1449,42.4,149,0,No Failure
2478,298.9,308.5,1387,57.3,154,0,No Failure
2479,298.9,308.5,1456,50,156,0,No Failure
2480,299,308.5,1604,34.7,159,0,No Failure
2481,299,308.6,1734,32.4,161,0,No Failure
2482,299,308.6,1378,47.8,163,0,No Failure
2483,298.9,308.7,1504,41.8,165,0,No Failure
2484,298.9,308.7,1402,49.8,167,0,No Failure
2485,298.8,308.6,1524,37.7,170,0,No Failure
2486,298.8,308.6,1593,35.5,175,0,No Failure
2487,298.9,308.7,1772,28.4,177,0,No Failure
2488,298.9,308.6,1623,31,180,0,No Failure
2489,298.9,308.7,1356,50.7,185,0,No Failure
2490,298.9,308.7,1500,41.6,187,0,No Failure
2491,299.1,308.8,1566,46.6,192,0,No Failure
2492,299.1,308.9,1445,43.4,197,0,No Failure
2493,299,308.8,1382,58.5,199,0,No Failure
2494,299,308.8,1418,45.7,204,0,No Failure
2495,299.1,308.8,1329,53.6,207,1,Overstrain Failure
2496,299.1,308.8,1491,41,209,0,No Failure
2497,299.2,308.9,1573,37.4,212,0,No Failure
2498,299.2,308.9,1521,42.3,215,0,No Failure
2499,299.1,308.9,1467,47.2,218,0,No Failure
2500,299.1,308.9,1325,48.4,220,0,No Failure
